    4.33   10.67    3.67    5.00    4.33    6.00    6.00    4.67       2
    4.33    8.67    5.00    5.00    4.33    5.00    5.00    5.00       2
    5.00   10.00    5.33    4.67    5.33    4.33    5.33    5.00       2
    4.33   10.33    5.00    4.67    4.67    5.33    5.67    5.33       2
    4.67   12.00    4.67    5.00    4.67    6.00    6.00    3.67       2
    4.00    9.00    5.00    5.00    5.00    5.33    5.00    4.00       2
    4.00    7.00    2.00    3.00    3.67    5.67    3.67    4.00       2
    4.00   10.00    3.33    4.00    3.00    4.00    4.00    4.00       2
    3.33    8.00    4.33    4.67    4.33    4.67    4.00    4.00       2
    4.33    6.00    4.33    3.33    3.00    4.00    5.33    4.00       2
    4.00   12.00    4.33    4.67    4.33    4.33    4.33    5.00       2
    5.00   12.00    5.33    2.67    3.67    4.67    4.33    5.67       2
    3.67   11.00    5.33    5.33    5.00    5.33    5.00    5.67       2
    4.67   10.33    5.33    3.67    5.00    5.33    5.33    6.00       2
    4.67    8.00    4.33    3.33    4.00    3.67    3.67    3.00       2
    3.67    8.00    3.67    4.00    3.33    4.33    4.67    3.00       2
    4.33   12.00    4.67    5.00    5.67    5.00    5.00    4.33       2
    5.00   10.33    3.67    4.67    5.00    6.00    6.00    4.33       2
    4.67   11.00    5.00    5.00    5.67    5.33    6.00    6.00       2
    4.33   10.33    4.67    3.67    3.00    3.00    6.00    2.00       2
    3.67   10.00    4.00    5.67    5.00    4.67    6.00    4.00       2
    4.33    9.33    4.33    3.67    3.67    5.00    4.00    4.33       2
    4.67   11.67    3.67    5.00    4.67    4.67    5.00    4.33       2
    3.33    6.67    3.67    3.33    4.00    4.00    4.67    3.00       2
    4.67   12.00    2.67    4.33    5.33    6.00    5.00    3.00       2
    4.00    4.00    2.33    2.00    3.33    2.00    4.00    3.33       2
    3.33    7.33    4.33    3.33    4.33    5.00    4.33    4.00       2
    4.00   10.00    3.67    4.00    3.33    5.00    4.67    4.33       2
    4.67   11.67    5.33    5.00    5.67    5.67    5.00    5.33       2
    3.00    5.67    2.67    3.33    2.33    2.00    1.67    1.00       2
    3.67    6.67    3.67    4.00    3.33    5.00    3.00    4.00       2
    3.67    8.33    5.33    3.00    3.33    4.67    3.67    5.33       2
    5.00   11.33    5.00    4.67    5.00    5.00    5.67    5.33       2
    3.33   12.00    4.67    3.33    2.33    3.33    2.67    4.00       2
    3.33    8.33    4.33    4.00    4.33    5.00    5.33    4.67       2
    3.33    7.67    4.67    4.00    4.33    5.00    5.00    5.00       2
    3.00    7.67    2.67    3.67    3.67    4.67    4.33    3.67       2
    3.33    8.00    3.67    3.00    4.00    4.67    4.00    4.00       2
    3.33    8.00    4.00    4.00    4.33    4.33    5.00    4.67       2
    4.00   10.00    5.00    3.67    4.33    6.00    4.33    5.00       2
    4.00    8.00    4.00    5.00    4.00    5.00    5.00    4.00       2
    4.67    8.67    4.00    3.33    4.00    6.00    5.00    4.00       2
    5.00   11.33    5.00    5.67    4.67    6.00    6.00    4.33       2
    4.67    8.67    4.67    4.00    4.00    5.00    5.00    4.67       2
    5.00    9.00    5.00    5.00    5.67    5.67    5.33    5.33       3
    5.00   12.00    5.67    5.00    5.33    6.00    5.00    6.00       3
    3.33    6.00    3.00    2.67    3.00    2.33    3.33    3.33       3
    3.67   10.00    4.00    3.67    3.00    4.33    5.00    4.67       3
    4.67    7.33    3.33    3.00    5.33    4.00    4.33    5.00       3
    4.33   10.00    4.67    4.67    4.67    5.00    5.33    5.00       3
    5.00   12.00    5.00    4.67    4.00    4.00    4.67    3.67       3
    4.33   10.00    4.67    5.67    5.67    6.00    6.00    3.00       3
    4.00   12.00    4.67    4.33    4.67    6.00    5.67    4.67       4
    3.67    8.33    4.33    3.00    3.67    4.00    4.67    4.67       4
    4.00   10.67    4.67    4.00    4.67    5.00    5.33    5.67       4
    3.33    8.00    3.67    4.67    4.00    4.00    3.67    4.00       4
    3.33    8.33    4.00    4.33    4.00    4.33    4.33    3.67       5
    3.67    8.00    3.33    4.33    3.67    4.33    3.00    4.00       5
    4.33    9.67    4.33    4.00    4.33    5.00    4.67    4.33       5
    4.33    8.00    3.33    3.00    4.00    4.33    4.67    4.33       5
    3.67    7.00    3.67    3.00    2.67    3.33    3.67    3.33       5
    3.33    8.00    3.33    3.00    5.00    5.00    3.67    3.67       6
    3.67    9.00    4.00    3.67    3.67    4.33    4.33    3.67       6
    4.00    9.00    3.67    2.67    3.33    4.33    3.00    3.67       7
    5.00   12.00    5.00    6.00    6.00    6.00    5.67    5.00       7
    4.33   12.00    5.67    5.00    5.00    5.00    5.00    5.67       7
    4.67    8.33    4.33    4.00    4.00    4.00    4.00    4.67       8
    4.33    6.67    3.33    2.67    4.67    4.67    4.67    5.00       8
    3.67   10.33    4.67    4.33    6.00    4.67    4.33    5.67       8
    4.33    9.00    4.33    4.67    5.00    4.33    5.00    4.33       8
    5.00    7.67    3.00    3.67    4.00    5.67    2.33    4.67       8
    5.00    9.67    4.33    3.33    3.67    4.00    4.00    3.33       8
    5.00    7.67    4.00    1.00    1.33    4.00    4.00    4.00       9
    3.00   10.67    1.67    2.00    5.00    3.00    3.00    4.00       9
    4.00    9.67    4.00    3.67    3.00    4.00    4.00    3.00       9
    4.33    9.00    4.67    6.00    4.67    5.00    6.00    5.67       9
    4.00    8.00    4.00    4.00    4.00    4.00    4.00    4.00       9
    4.00    9.67    3.67    3.33    4.00    5.00    4.00    3.33      10
    4.33   12.00    4.00    3.67    4.00    4.00    4.67    4.00      10
    5.00    9.67    4.33    4.67    3.67    4.67    4.00    4.67      10
    4.67    8.00    3.33    3.33    5.00    4.00    4.00    5.00      10
    5.00   10.00    4.67    4.33    4.33    4.67    5.00    4.33      10
    4.33    9.00    5.00    6.00    5.00    5.00    5.33    5.00      10
    4.00   10.00    4.33    4.00    5.00    5.67    5.00    3.67      11
    4.00    8.00    3.67    4.33    4.00    4.67    4.00    4.00      11
    4.33    9.33    3.67    3.33    3.67    4.67    5.00    3.67      11
    4.33    9.67    3.67    3.00    3.33    4.67    4.67    4.00      11
    5.00    9.67    5.00    5.00    4.67    4.00    5.00    5.00      12
    4.67    9.67    5.33    3.00    5.00    5.00    5.33    5.33      12
    4.00   10.00    4.00    5.00    4.00    5.67    6.00    4.00      12
    3.67    8.00    4.33    3.33    3.67    4.33    4.00    4.00      12
    4.00    6.67    3.33    3.33    4.00    5.33    4.00    4.00      12
    4.00   12.00    4.00    5.67    5.00    5.00    5.67    5.00      12
    4.33    9.67    5.33    5.67    5.67    6.00    6.00    5.00      12
    4.67   11.33    5.33    6.00    5.67    5.33    6.00    6.00      12
    5.00   11.67    5.67    5.00    6.00    6.00    6.00    6.00      12
    3.33    8.00    5.33    5.00    4.67    4.67    4.33    5.33      13
    2.67   10.67    1.67    2.00    4.00    5.00    3.67    3.33      13
    4.33    7.00    3.33    2.67    3.67    4.00    5.00    4.33      13
    5.00    7.67    3.33    4.33    5.00    6.00    5.67    4.33      13
    4.67    9.00    3.67    3.33    5.00    3.67    4.67    4.67      13
    4.33   10.00    5.00    5.00    5.00    5.00    5.00    5.00      13
    5.00   10.33    5.33    4.33    5.33    5.00    5.33    5.67      13
    4.00    6.33    3.00    3.33    3.67    4.00    4.00    3.67      13
    4.33    8.00    4.67    2.67    3.00    4.67    4.33    3.33      13
    4.67    8.33    4.67    5.67    5.33    5.67    5.00    3.67      13
    4.33   10.00    4.67    2.33    4.67    5.00    3.67    5.00      13
    4.33   10.00    3.33    2.00    5.33    4.67    4.67    3.67      14
    3.00    8.67    3.00    4.33    4.33    4.67    4.00    4.00      14
    4.33   12.00    4.33    4.67    5.00    4.00    5.00    5.00      15
    3.67    9.33    4.00    3.67    3.33    4.67    4.00    2.33      15
    3.67    9.67    5.00    4.00    4.00    5.33    4.33    3.00      15
    3.67    9.33    3.00    3.33    3.33    5.00    3.67    3.33      15
    4.67    9.00    3.67    3.67    3.33    3.67    4.00    4.00      15
    4.00    9.33    4.67    3.00    3.33    4.33    4.33    4.67      15
    4.67    8.00    3.33    2.67    4.00    4.67    4.33    4.67      15
    4.00   10.00    4.67    5.00    4.33    5.00    4.67    5.00      15
    4.33    7.67    3.33    4.67    3.33    5.00    4.33    4.00      16
    5.00   11.00    4.33    4.00    5.67    5.00    3.00    5.00      17
    4.33   10.00    5.67    4.33    5.00    5.00    5.00    5.00      18
    4.67    9.67    4.67    4.00    4.67    4.67    5.00    4.00      18
    5.00   11.67    5.00    5.67    5.67    6.00    6.00    5.00      18
    4.33   11.67    4.00    3.00    4.33    4.00    5.00    5.67      18
    5.00    8.00    3.67    1.33    5.33    4.33    4.67    5.00      18
    4.67    8.00    5.33    5.00    4.00    5.00    3.67    4.00      19
    3.67    8.33    4.67    4.00    4.67    5.33    5.33    4.33      19
    5.00   11.33    4.67    4.33    5.33    5.67    5.33    5.33      19
    4.00    8.67    5.00    4.00    4.00    6.00    6.00    3.67      19
    4.33   12.00    5.33    5.67    5.33    5.33    5.33    4.67      19
    5.00    9.67    5.00    5.67    6.00    6.00    6.00    5.00      19
    4.67   10.00    2.67    4.33    5.00    4.00    4.00    5.67      19
    4.67   11.33    5.00    5.00    4.67    5.00    6.00    6.00      19
    3.33    8.00    4.00    3.33    3.33    4.33    4.00    5.00      19
    4.33   12.00    5.00    4.67    5.00    5.00    5.00    4.33      19
    3.67   10.33    4.33    5.00    4.67    6.00    5.33    3.67      20
    5.00   11.33    5.00    5.00    5.00    5.00    5.00    5.00      20
    5.00   11.33    4.67    3.67    4.00    4.67    5.00    3.67      20
    4.00    8.67    3.67    4.33    5.00    4.67    3.00    4.00      20
    4.00    8.67    5.00    4.67    3.67    4.00    4.00    4.00      20
    4.33   10.00    4.33    4.67    3.67    5.00    5.00    4.00      20
    5.00    8.33    4.33    3.33    2.67    4.67    4.00    4.67      20
    4.33   10.00    4.33    4.33    4.67    5.00    4.00    5.00      20
    4.33   10.00    4.67    3.67    4.00    5.33    5.00    5.00      20
    3.67   11.33    5.67    5.00    5.00    5.00    5.00    5.33      20
    4.00    9.33    4.67    3.33    4.67    4.67    5.33    5.67      20
    5.00   12.00    4.33    3.67    3.00    4.67    4.33    4.33      21
    5.00   11.00    5.33    5.33    5.33    5.67    6.00    5.33      21
    5.00   12.00    5.67    4.00    5.67    6.00    6.00    6.00      21
    5.00    8.67    4.33    4.33    5.67    5.67    5.00    3.67      21
    4.00    9.67    4.67    3.67    4.00    5.00    4.33    4.00      21
    4.33    9.33    4.67    3.33    3.33    4.33    4.00    4.33      21
    3.67   10.00    4.67    5.00    4.33    3.00    4.67    4.67      21
    4.67   10.67    4.33    5.33    3.67    5.33    5.00    5.00      21
    5.00    9.67    4.67    5.00    4.33    5.00    5.00    3.67      21
    5.00   11.67    5.00    4.67    4.67    4.67    6.00    4.00      21
    5.00    9.67    4.67    5.00    4.67    5.00    4.67    4.67      21
    4.33    9.33    4.00    4.00    4.67    5.00    5.00    4.67      21
    5.00   10.00    5.00    4.00    4.00    5.00    5.00    5.00      21
    4.00    9.33    4.00    6.00    5.00    5.00    5.00    5.00      21
    4.00   10.67    4.67    5.67    5.00    5.33    6.00    5.33      21
    4.67    9.33    4.67    4.67    5.00    4.67    5.00    4.00      21
    4.67   11.00    3.33    4.67    4.33    5.00    3.33    4.67      21
    3.00    7.33    3.33    2.67    3.00    3.67    3.33    3.67      22
    5.00   11.33    5.67    5.00    5.33    6.00    5.67    6.00      22
    5.00   11.67    3.67    2.33    2.67    4.33    3.33    4.00      23
    5.00    8.67    3.33    5.00    3.67    5.33    2.67    3.00      23
    4.00   12.00    6.00    5.00    5.00    6.00    5.33    4.33      23
    4.33   11.33    4.67    4.00    4.33    5.67    4.00    6.00      23
    5.00   10.67    4.33    4.00    3.67    5.00    5.33    4.00      24
    5.00   10.33    4.67    4.00    4.67    4.67    4.00    4.33      24
    4.33   10.00    4.67    5.00    4.00    5.00    4.33    5.00      24
    4.33    9.00    4.33    4.00    3.67    5.67    4.33    5.33      24
    4.33    9.33    3.33    2.67    2.00    4.67    5.00    5.67      24
    4.33   11.00    5.00    4.00    5.67    5.33    5.33    5.67      25
    3.67    8.33    4.33    3.00    3.67    5.00    5.00    4.33      25
    3.00    6.00    2.67    3.00    3.00    3.00    3.00    3.00      25
    3.33    6.67    2.67    2.33    2.67    3.67    3.00    3.00      25
    4.00    9.33    4.67    3.00    5.00    5.00    5.00    5.33      25
    5.00   11.67    5.33    5.33    6.00    6.00    6.00    5.33      25
    4.33    9.67    3.33    4.33    4.00    3.00    4.33    3.67      26
    5.00   11.67    4.33    5.33    4.33    5.00    5.67    4.67      26
    5.00   10.00    4.33    4.67    4.00    5.67    6.00    4.67      26
    5.00    9.33    4.67    4.00    4.67    5.00    5.00    5.00      26
    4.33   11.33    5.00    4.67    5.33    6.00    6.00    6.00      26
    4.33   10.00    5.00    6.00    5.33    5.00    6.00    5.67      26
    4.67    8.33    4.67    5.33    4.33    5.33    5.67    4.00      27
    4.67   11.67    5.00    5.00    5.00    5.33    5.00    5.33      27
    4.67   10.00    4.00    4.00    4.67    5.00    4.67    4.33      29
    5.00   12.00    4.67    3.67    4.00    4.67    5.00    4.33      29
    4.67    9.67    3.67    3.67    3.67    5.00    5.00    3.67      30
    4.33   11.67    5.67    5.00    4.00    5.33    5.33    5.33      30
    4.67   12.00    5.33    5.00    5.33    6.00    6.00    6.00      30
    4.33    8.67    4.00    3.00    4.00    5.00    3.67    3.33      32
    3.67   10.67    4.33    5.67    5.00    4.33    5.67    5.00      32
